dissimilarity_1_0,dissimilarity_1_45,dissimilarity_1_90,dissimilarity_1_135,dissimilarity_3_0,dissimilarity_3_45,dissimilarity_3_90,dissimilarity_3_135,dissimilarity_5_0,dissimilarity_5_45,dissimilarity_5_90,dissimilarity_5_135,correlation_1_0,correlation_1_45,correlation_1_90,correlation_1_135,correlation_3_0,correlation_3_45,correlation_3_90,correlation_3_135,correlation_5_0,correlation_5_45,correlation_5_90,correlation_5_135,contrast_1_0,contrast_1_45,contrast_1_90,contrast_1_135,contrast_3_0,contrast_3_45,contrast_3_90,contrast_3_135,contrast_5_0,contrast_5_45,contrast_5_90,contrast_5_135,energy_1_0,energy_1_45,energy_1_90,energy_1_135,energy_3_0,energy_3_45,energy_3_90,energy_3_135,energy_5_0,energy_5_45,energy_5_90,energy_5_135,homogeneity_1_0,homogeneity_1_45,homogeneity_1_90,homogeneity_1_135,homogeneity_3_0,homogeneity_3_45,homogeneity_3_90,homogeneity_3_135,homogeneity_5_0,homogeneity_5_45,homogeneity_5_90,homogeneity_5_135,ASM_1_0,ASM_1_45,ASM_1_90,ASM_1_135,ASM_3_0,ASM_3_45,ASM_3_90,ASM_3_135,ASM_5_0,ASM_5_45,ASM_5_90,ASM_5_135,label
2.042691929133855,2.0461280922561866,2.0549950787401547,2.0660301320602663,2.1288124999999978,2.0840262030738157,2.141437499999999,2.108150667674471,2.1755589430894293,2.1656477627471364,2.1801321138211396,2.1599245577523383,0.1901151781443113,0.177200156371627,0.15509458920875363,0.15805135295922992,0.1024241595256752,0.13010645954596894,0.10101338054381478,0.12982687068043336,0.09031001609566429,0.07897912460329214,0.06825521478643097,0.07963446324641009,8.025836614173237,8.127100254200517,8.354084645669303,8.315766631533265,8.83931249999998,8.515747039556532,8.7834375,8.51732174351218,8.911839430894295,8.892104578563995,9.038998983739836,8.88625130072841,0.15370302078793008,0.15400523793156645,0.15464030699801556,0.15360663041644151,0.1531197575633202,0.1536388544500117,0.15271263352290126,0.15302557240981113,0.15217336109301596,0.1528015091968371,0.1525636968480936,0.15344605702518863,0.3969768355070917,0.39914377026002945,0.40184628546155665,0.3948662407854948,0.3887080271008176,0.3967972566198926,0.385404686444371,0.3890697420401401,0.37588122457455825,0.3800291140835495,0.37838201214223904,0.3815885583611796,0.023624618599334866,0.023717613310358397,0.0239136245484405,0.023594996907893254,0.023445660156249947,0.02360489759671188,0.023321148437499946,0.02341682581135035,0.023156731826345422,0.0233483012128311,0.023275681595957002,0.023545692416577443,gres
2.6200787401574814,2.6485832971665966,2.6010088582677167,2.678591357182718,2.8175624999999993,2.758818342151666,2.735999999999999,2.76209372637943,2.8976753048780473,2.9231919875130052,2.9017403455284487,2.929240374609778,0.26656677475977053,0.2518670759331698,0.2710633904932199,0.2356964779251259,0.174958951264537,0.20310086184713672,0.2184234901812272,0.19925253665038573,0.12472401310738057,0.12662910710039849,0.14678130069369774,0.12869869087662889,12.487696850393727,12.750387500774988,12.4618602362205,13.026164052328111,14.024937499999998,13.576656588561294,13.373624999999974,13.64090450995207,14.840764735772337,14.88885275754423,14.65555132113819,14.857049947970864,0.10879196131458724,0.10831848415450229,0.10932352293954758,0.10800777508434897,0.10633560889349335,0.10667128746868346,0.10679582227901045,0.10676405490277836,0.10578348532982851,0.10493703518930875,0.10466686655040476,0.10452208677873491,0.3319564697947039,0.3280486112527861,0.33525252407904454,0.3261341535030208,0.30818136674061275,0.3142959790149733,0.318180712059643,0.31754421403747146,0.3036528396186138,0.29794340391170854,0.29877310139650876,0.2980760407532352,0.011835690846674645,0.011732894009529163,0.011951632667913787,0.011665679478671314,0.01130726171874998,0.011378763570226503,0.011405347656249985,0.011398563419283473,0.011190145768526043,0.011011781354322223,0.010955152953480238,0.010924866624581392,gres
2.4264886811023634,2.5440510881021825,2.408280019685038,2.4792609585219165,2.6585625000000013,2.6860040312421205,2.6748124999999967,2.616276140085659,2.7504446138211356,2.853603017689902,2.789062499999996,2.75019510926119,0.3987681694712255,0.350955547902388,0.40576531313583963,0.38619926859251336,0.309513733331468,0.293936069492231,0.29905137601489734,0.3254580553369715,0.26769882844873966,0.22494935851539305,0.25132383508467415,0.2733066995923086,11.41320127952758,12.342674685349385,11.280450295275605,11.672639345278679,13.140687500000007,13.463907785336303,13.330562499999994,12.863945578231274,13.955475101625996,14.833701873048911,14.257431402438993,13.91577783558794,0.11337891404914135,0.11152448846238396,0.11417673329823701,0.112048067734467,0.10940728987652047,0.10899023777755096,0.10952529851876673,0.10994990331865162,0.10828187688956727,0.10683370869025771,0.10768390035422035,0.10792187966498304,0.36003771119336386,0.34727577146587874,0.36565240792624376,0.3499984546935517,0.33368356672468497,0.3301203042781421,0.33280458267767216,0.33704081081652804,0.32570581511275404,0.31474806677331296,0.3189135106354141,0.32234653018498766,0.012854778150962583,0.012437711526796411,0.013036326426656744,0.012554769483027705,0.011969955078124978,0.011878871930807096,0.011995791015624965,0.01208898123978084,0.0117249648627274,0.011413441312514845,0.011595822395497656,0.01164713211042308,gres
2.4823449803149606,2.5276830553661154,2.4895423228346454,2.5152830305660654,2.6354999999999973,2.6258503401360467,2.6464375,2.624023683547486,2.720274390243901,2.7393340270551505,2.7343114837398343,2.7614464099895937,0.18513922272822236,0.16319826612499122,0.17807471614710396,0.17384487891791833,0.1032433946038344,0.11626499109724675,0.10352747189130239,0.1214651107640702,0.06593106603527828,0.062414686038403236,0.06039963260134197,0.040052420219529095,10.872477854330732,11.174716349432723,10.964812992126003,11.032612065224122,11.977499999999988,11.813177122700893,11.970062500000017,11.745716805240574,12.45528455284552,12.525754422476604,12.554306402439012,12.826222684703454,0.1187222859992685,0.11801842896489796,0.11866824679793106,0.11833805816189509,0.11681688060271916,0.1167841221837569,0.1163792124640392,0.11661087571777602,0.11586577613671782,0.1155297643292007,0.1154224935086714,0.11545290920570862,0.33586991567081426,0.3302576542607668,0.33659228858860263,0.3315981358109947,0.31926118859557784,0.3193042652112135,0.3151076544320284,0.31869818357728785,0.3071910065144793,0.3015135455400609,0.3049280834791308,0.30414576623580514,0.014094981192892105,0.013928349575342665,0.014082152798094674,0.014003896009528066,0.013646183593749946,0.01363853119423066,0.013544121093749978,0.013598096335666604,0.013424878079764009,0.013347126445960655,0.013322352007759292,0.0133293742440616,gres
2.8127460629921273,2.8220596441192924,2.8078863188976353,2.788951577903161,2.8699374999999994,2.9186822877298977,2.904187499999998,2.8738977072310345,2.9782139227642253,3.034859521331944,2.9735137195121912,3.024973985431844,0.25263686038151173,0.2706973909877771,0.24950786460906704,0.2762137726886844,0.25617692731007974,0.22980865491143998,0.24001024605288063,0.2514022454428883,0.21305173795871069,0.19288502592660978,0.2132533039620714,0.19529355110623745,14.47305610236223,14.15159030318063,14.538570374015757,14.044330088660187,14.444687499999972,14.989606953892606,14.764437499999977,14.567649281934953,15.357405995934943,15.789672216441211,15.324631605691035,15.737643080124885,0.10235115051655701,0.10140551011788686,0.10302378253509516,0.10219191009421563,0.10068392102577742,0.10027766224541439,0.10047058221501945,0.1007271838896779,0.09899618920337395,0.09858734085269648,0.09939501237844066,0.09837148258120551,0.3167528545649552,0.31051121331669124,0.3222196758230371,0.31544282761771525,0.3028518873676168,0.3017708237493154,0.30146318879347517,0.30507316097230397,0.2928450214604835,0.2884653222273664,0.29423032789236697,0.28903775231771267,0.010475758012062908,0.010283077482268855,0.010613899767838579,0.01044318648870425,0.010137251953124983,0.010055609545405405,0.010094337890624984,0.010145965574344986,0.009800245476790214,0.009719463776405757,0.009879368485710372,0.00967694858522442,gres
2.255905511811022,2.30702461404923,2.239296259842517,2.2986545973091994,2.417125000000003,2.4154698916603667,2.386000000000003,2.397581254724107,2.481389735772355,2.5171045785639925,2.4836763211382085,2.476001560874093,0.2760807397082091,0.25312684892457876,0.28136978110870836,0.26140100461674337,0.19711003628567453,0.19726413657551123,0.21765605384270192,0.20879176314920558,0.17224273576463867,0.14779775178948787,0.16410656721657013,0.16941602205537856,9.214689960629949,9.50796701593403,9.150344488189003,9.402876805753618,10.214999999999991,10.205845301083375,9.934374999999996,10.058327034517477,10.545414126016249,10.80313475546305,10.600673272357703,10.519055671175867,0.12209211691655347,0.12094879881333785,0.12259746738017034,0.12089705431619319,0.11946369414491571,0.11916180114670577,0.11939787084575669,0.11940939290011271,0.11820623457456486,0.11771655870208556,0.11818007998005446,0.11846669164240978,0.36665823762482797,0.35876603225265935,0.3704869005900947,0.35903279059007337,0.3429233971236972,0.34263055916366375,0.34526703942320097,0.34489517273488984,0.33288989464909413,0.32867610054535884,0.33241009152276213,0.33229937229909245,0.014906485013165362,0.014628611934389276,0.01503013900803193,0.014616097742332565,0.014271574218749968,0.014199534852527047,0.014255851562499994,0.014258603112773488,0.013972713892297052,0.013857188192661555,0.013966531304092068,0.014034357028697804,gres
2.0906742125984232,2.2382664765329596,2.164308562992124,2.181474362948731,2.302500000000002,2.3306878306878254,2.374124999999999,2.3038548752834394,2.3802083333333353,2.460457856399583,2.464240345528453,2.4492715920915726,0.31134976701160905,0.21714467167879314,0.2557726191846411,0.2603676410193981,0.1938250765448454,0.16525297292086033,0.14009595594568916,0.18414259858958962,0.15171317288025502,0.10495456916341218,0.0975431002555455,0.1163579048952666,8.219980314960656,9.374852749705516,8.89080954724411,8.85665571331145,9.682124999999989,10.040438397581218,10.309874999999979,9.811413454270562,10.234247967479668,10.870707596253917,10.856643800812991,10.722424557752351,0.13301099567799773,0.13052182110174154,0.1322962059289873,0.1309710612830444,0.1292342758206003,0.12876141542101727,0.12845754861772418,0.1293157396595661,0.1281867264499686,0.12665109416942355,0.12673926866957472,0.1264814000973627,0.3868076601394116,0.3668136208807921,0.3792449577041949,0.37408791201744335,0.3564330354830926,0.3561918260383559,0.35104644250065176,0.3590135252411012,0.346239236777434,0.336704729235447,0.33639726082441834,0.339025078611482,0.017691924971252333,0.017035945783715027,0.017502286103205016,0.01715341889360697,0.016701498046874996,0.016579502101223786,0.01650134179687497,0.01672256052370068,0.016431836837959075,0.01604049965431219,0.016062842222898645,0.015997544570589137,gres
1.9025590551181113,1.9794779589559202,1.8716166338582687,1.99448198896398,2.0694999999999997,2.056185437137815,2.093562499999999,2.0607835726883277,2.1098196138211356,2.1842481789802286,2.186674288617888,2.206165452653482,0.43439977704998173,0.40260472839526074,0.4392435524055357,0.39670282027001025,0.35381739432074055,0.360342430529665,0.3307016056294452,0.35602000881316903,0.3358507611557462,0.29316612610332615,0.2812049177605986,0.2837160088850791,6.767101377952763,7.147188294376599,6.697527066929139,7.217868435736871,7.736499999999994,7.6608717561098265,7.996187499999984,7.713466868228732,7.95915904471544,8.464555150884507,8.588605182926825,8.579864724245576,0.13374902986384637,0.13133461549437747,0.13568739818150052,0.13081937277316644,0.12949857473877843,0.1296546250712181,0.129182404955164,0.12943910193574454,0.12847678418858677,0.1268597855583994,0.1271748043994584,0.1264675628928913,0.4137260852660011,0.39942409503450677,0.4236564561493555,0.3957292611892982,0.38979388726244346,0.38946055325900375,0.38666963551849065,0.38980188812346295,0.3798295102822569,0.3712885554853346,0.3735026143006997,0.36642711716425336,0.01788880298952007,0.017248781227055976,0.01841107002526507,0.017113708292764682,0.016769880859374985,0.01681032180235814,0.01668809374999998,0.01675448110993207,0.0165062840754407,0.016093405191923083,0.01617343087404051,0.015994044464067412,gres
2.6031619094488168,2.6571393142786404,2.559793307086613,2.60902721805444,2.8264375000000053,2.7843915343915255,2.778812499999998,2.7779667422524477,2.9551575203251983,2.9536940686784563,2.8951346544715495,2.9302159209157117,0.3596355530453045,0.3489214557227598,0.37315910600694163,0.37006463404033113,0.290818127434511,0.29943031862106845,0.30341224737795897,0.30002274566485293,0.2398736546996365,0.23921072960871423,0.2589457850465987,0.2554809550596657,12.837536909448836,13.070432140864309,12.570374015748058,12.646103292206593,14.2505625,14.090136054421704,13.994437499999993,14.080561854371311,15.353658536585359,15.372658688865775,14.909235264227648,15.054565556711776,0.10346273111076111,0.10181287834752235,0.10432573940540954,0.10250442268792453,0.09912163061738848,0.09998851816596474,0.0999816877764373,0.1003826529500635,0.09747199779753551,0.09735547004778829,0.09819863404823116,0.0976217034424925,0.343530158635218,0.3336944020369199,0.35129474024512103,0.33749630934126534,0.31180739662425494,0.3201048882938539,0.3190341963906654,0.321305192495317,0.2982201248861479,0.3001472124260472,0.3046465918160449,0.29974892494328415,0.010704536728897656,0.010365862197407386,0.01088385990248542,0.010507156670584697,0.009825097656250005,0.009997703765025462,0.009996337890624991,0.010076677013292894,0.009500790354642769,0.009478087548225803,0.009642971728938425,0.009529996983013954,gres
1.8001968503937,1.8479756959514035,0.586552657480316,1.8293136586273269,1.9571874999999943,1.9287603930460908,1.2633749999999981,1.9240362811791252,2.059260670731705,2.045590530697191,1.5449059959349618,2.0547606659729527,0.5983779042123912,0.577310052749484,0.9226119169011181,0.5861506268373474,0.51082511780945,0.5237115992124473,0.7558515207190318,0.5294799799546323,0.44331429880849094,0.45908827043472467,0.6678266380440211,0.4521851323871444,5.7838336614173285,6.10031620063243,1.1126353346456723,5.972657945315919,7.079687499999972,6.910241874527506,3.527249999999989,6.82640463592837,8.059895833333334,7.911225286160266,4.819296239837418,8.011316337148845,0.13623473165840866,0.13524360351327536,0.22017252790631742,0.13570800378229564,0.1328592050231184,0.13336782774269498,0.15770534728568938,0.1335275342385516,0.13105242404077777,0.1315939126144511,0.14498688656904615,0.1313677898451644,0.41498246393960275,0.40527071878586163,0.7456200061310002,0.40983355558159307,0.3919903946182721,0.39774297539172226,0.5281849349491403,0.3963393738356936,0.3806923863030902,0.3798907539693414,0.4639705704727335,0.38039143925262914,0.018559902110038613,0.018290832291256026,0.048475942044658125,0.018416662290575564,0.01765156835937501,0.01778697747680516,0.0248709765624999,0.017829602399827567,0.017174737846963824,0.017316957837179795,0.021021197276985457,0.017257496208803277,laminat
